KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	TRIP6	CASP8	CHUK	TAB3	CXCL1	RIPK2	TNF	BIRC3	CCL2	XIAP	CCL5	NOD1	CARD6	CCL13	CCL11	CCL8	CARD8	CCL7	MEFV	IL8	MAPK9	MAPK10	MAPK11	ERBB2IP	MAPK13	CASP5	IKBKB	NOD2	MAP3K7	CASP1	CARD18	TNFAIP3	SUGT1	MAPK3	PSTPIP1	NFKB1	NFKBIB	NFKBIA	MAPK1	IKBKG	CARD9	MAPK8	MAPK14	MAPK12	IL18	RELA	PYDC1	TRAF6	HSP90AA1	PYCARD	TAB2	NLRC4	IL1B	HSP90B1	NLRP3	NLRP1	NAIP	BIRC2	CXCL2	HSP90AB1	TAB1	IL6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	CASP10	CASP8	CXCL10	CHUK	TRIM25	TNF	IFNA5	IFNA4	IFNA2	ATG12	TBKBP1	FADD	SIKE1	IFNA1	RIPK1	IL8	MAPK9	IL12B	MAPK10	ISG15	MAPK11	MAP3K1	IL12A	MAPK13	IKBKB	MAP3K7	IFNA17	DAK	IFNA21	IFNA6	IFNA7	IFNA8	IFNA10	OTUD5	IFNA13	IFNA14	IFNA16	DDX3X	IKBKE	NFKB1	NFKBIB	NFKBIA	IRF3	IFIH1	IKBKG	MAPK8	MAPK14	MAPK12	RELA	DDX3Y	IFNE	TRAF6	TRAF3	TRAF2	IFNB1	TANK	CYLD	TRADD	ATG5	DDX58	PIN1	MAVS	IFNK	DHX58	TBK1	TMEM173	IFNW1	AZI2	NLRX1	IRF7	RNF125																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	CXCL10	CHUK	IFNA5	IFNA4	IFNA2	POLR1D	CCL5	CCL4	IFNA1	RIPK1	POLR3K	AIM2	IKBKB	IFNA17	CASP1	IFNA21	IFNA6	POLR3H	IFNA7	IFNA8	IFNA10	IFNA13	IFNA14	IFNA16	POLR3C	IKBKE	POLR3G	POLR3B	POLR3F	NFKB1	NFKBIB	NFKBIA	IRF3	IKBKG	TREX1	POLR1C	IL18	RELA	ZBP1	POLR3D	RIPK3	IFNB1	IL33	PYCARD	POLR3GL	IL1B	ADAR	DDX58	MAVS	CCL4L1	TBK1	TMEM173	CCL4L2	POLR3A	IL6	IRF7																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
KEGG_JAK_STAT_SIGNALING_PATHWAY	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_JAK_STAT_SIGNALING_PATHWAY	STAT3	STAT4	STAT1	STAT2	PIAS3	TYK2	IL21R	CREBBP	SOCS5	IL23A	CTF1	STAM	SPRY4	IL22	JAK1	AKT1	AKT2	JAK3	JAK2	AKT3	STAT5B	STAT5A	TPO	STAT6	MYC	IL24	SPRED1	PIK3R5	CSF2	IL13RA2	PIAS1	IL13RA1	CNTF	PRLR	CNTFR	PRL	SOCS1	IFNE	CSF2RB	CSF2RA	IL23R	CSF3	SOCS3	CCND1	IL22RA2	CSH1	BCL2L1	CSF3R	PIAS4	CBLC	CLCF1	OSMR	IL20	CCND2	CCND3	SOS2	EPO	PTPN11	IL9R	MPL	SPRED2	IFNA5	IFNA4	IFNA2	IL28RA	SOCS2	IFNA1	CISH	PTPN6	IL9	IL7R	IL12RB1	IL12B	IL13	IL12RB2	IL11RA	IL12A	IRF9	IFNA17	PIAS2	IFNA21	IFNA6	LEPR	IFNA7	IFNA8	IFNA10	IFNA13	GRB2	IFNA14	LEP	IFNA16	IL26	IL19	IL10	IL10RA	SOS1	IL10RB	EPOR	IL11	IL3RA	IL3	EP300	IL2RG	IL2RB	CBLB	OSM	CBL	IL15RA	IFNGR2	IL15	IFNG	IFNGR1	IFNB1	IFNAR1	IFNAR2	IL21	IL20RB	IL2RA	IL22RA1	IL20RA	IL2	IL6R	PIK3R3	CRLF2	IFNK	SPRY2	IL6ST	SPRY1	IL7	STAM2	GHR	IL28B	IL29	SOCS4	PIK3CA	PIK3CB	PIM1	IL28A	PIK3CD	LIF	GH1	GH2	IFNW1	LIFR	TSLP	IL4	IL4R	SPRY3	IL5	PIK3CG	SOCS7	IL5RA	PIK3R1	IL6	PIK3R2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
KEGG_HEMATOPOIETIC_CELL_LINEAGE	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_HEMATOPOIETIC_CELL_LINEAGE	GP1BA	GP1BB	EPO	IL9R	CD33	TNF	GP9	ITGAM	CD34	CD36	GP5	ITGA4	ITGA3	KITLG	ITGA2B	FCGR1A	ITGA5	FCER2	GYPA	THPO	IL1R2	IL7R	MME	IL11RA	CD19	MS4A1	TFRC	CD22	KIT	FLT3	ITGB3	FLT3LG	IL1A	CR2	CD14	CR1	TPO	EPOR	IL11	CSF2	HLA-DRB4	CD4	CSF1R	HLA-DRB5	CSF1	HLA-DRB3	IL3RA	IL3	CD59	LOC652799	CD9	CD8A	CD8B	CD44	CD7	CD5	CSF2RA	CD55	DNTT	CSF3	IL1B	IL1R1	IL2RA	ITGA6	IL6R	ITGA2	ITGA1	CSF3R	IL7	CD37	CD2	CD3D	CD3E	CD38	CD3G	CD1B	ANPEP	CD1C	CD1D	CD1E	CD1A	IL4	IL4R	IL5	IL5RA	IL6	HLA-DRB1	HLA-DRA																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	ZAP70	TNFSF10	ITGAL	PPP3R2	PPP3CC	PPP3R1	FCER1G	SH2D1B	HLA-G	BRAF	VAV1	SHC4	PRF1	VAV2	NRAS	CHP2	ITGB2	GZMB	NFAT5	FCGR3B	RAET1E	ULBP3	FCGR3A	CSF2	PIK3R5	NCR1	HCST	NCR2	NFATC4	NFATC3	KRAS	SHC3	CD247	RAET1L	HLA-E	PAK1	LCP2	KLRK1	PLCG1	PLCG2	PTK2B	NFATC2	NFATC1	LCK	SOS2	PTPN11	KLRC3	RAF1	PRKCB	KLRD1	SHC1	KLRC1	PRKCA	KLRC2	TNF	ICAM2	IFNA5	IFNA4	IFNA2	ICAM1	IFNA1	RAET1G	HLA-C	HLA-B	PTPN6	PRKCG	HLA-A	RAC2	SH3BP2	BID	MAP2K2	KIR2DS5	RAC3	KIR3DL1	KIR3DL2	MAP2K1	IFNA17	CASP3	IFNA21	IFNA6	IFNA7	IFNA8	TYROBP	IFNA10	IFNA13	IFNA14	GRB2	IFNA16	MAPK3	KIR2DL5A	RAC1	SOS1	MAPK1	KIR2DL1	HRAS	KIR2DS4	CD48	KIR2DS3	IFNGR2	LAT	KIR2DL4	ULBP1	KIR2DS1	ULBP2	KIR2DL2	KIR2DL3	TNFRSF10A	IFNG	IFNGR1	TNFRSF10D	SYK	IFNB1	MICB	ARAF	TNFRSF10B	IFNAR1	TNFRSF10C	IFNAR2	MICA	PIK3R3	NCR3	CD244	PPP3CB	PPP3CA	PIK3CA	PIK3CB	FAS	PIK3CD	SHC2	FASLG	FYN	PIK3CG	VAV3	PIK3R1	SH2D1A	PIK3R2	CHP																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	JUN	ZAP70	MALT1	CD28	PDK1	PPP3R2	PPP3CC	PPP3R1	PAK4	ICOS	VAV1	IKBKB	MAP3K8	MAP3K7	AKT1	AKT2	NRAS	AKT3	VAV2	CHP2	NFAT5	NFKB1	NFKBIB	NFKBIA	PAK6	NFKBIE	NCK1	CTLA4	CSF2	PIK3R5	CD4	NFATC4	MAPK14	MAPK12	NFATC3	RELA	KRAS	CD8A	CD8B	CD247	NCK2	MAP3K14	PAK7	CD3D	CD3E	PAK1	CD3G	CBLC	LCP2	PLCG1	NFATC2	NFATC1	LCK	CDC42	RASGRP1	SOS2	PAK3	CHUK	RAF1	TNF	CARD11	PAK2	RHOA	PTPN6	PDCD1	MAPK9	MAPK11	MAP2K2	PRKCQ	MAPK13	MAP2K1	MAP2K7	GRAP2	GRB2	MAPK3	IL10	PTPRC	SOS1	MAPK1	HRAS	IKBKG	TEC	GSK3B	CBLB	CBL	ITK	LAT	IFNG	IL2	CD40LG	PIK3R3	CDK4	PPP3CB	DLG1	PPP3CA	PIK3CA	PIK3CB	PIK3CD	BCL10	IL4	FYN	IL5	FOS	PIK3CG	VAV3	PIK3R1	PIK3R2	CHP																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	JUN	SOS2	CHUK	RAF1	PRKCB	MALT1	CARD11	PPP3R2	PPP3CC	PPP3R1	PTPN6	INPP5D	DAPP1	RAC2	MAP2K2	RAC3	CD19	MAP2K1	VAV1	CD22	CD72	IKBKB	CD79A	AKT1	CD81	CR2	AKT2	CD79B	VAV2	AKT3	NRAS	CHP2	GRB2	RASGRP3	NFAT5	MAPK3	NFKB1	NFKBIB	RAC1	NFKBIA	SOS1	FCGR2B	NFKBIE	MAPK1	PIK3R5	IKBKG	HRAS	IFITM1	NFATC4	RELA	NFATC3	GSK3B	KRAS	SYK	BTK	PIK3R3	BLNK	PIK3AP1	PPP3CB	PPP3CA	LILRB3	PIK3CA	PIK3CB	PIK3CD	PLCG2	BCL10	NFATC2	FOS	NFATC1	PIK3CG	LYN	VAV3	PIK3R1	PIK3R2	CHP																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	SOS2	RAF1	PRKCB	PRKCA	PDK1	TNF	MAP2K4	PLA2G3	FCER1G	MS4A2	FCER1A	PRKCD	INPP5D	PRKCE	JMJD7-PLA2G4B	MAPK9	MAPK10	PLA2G6	RAC2	IL13	PLA2G2E	PLA2G10	MAPK11	MAP2K2	PLA2G2A	RAC3	MAP2K3	PLA2G4A	MAPK13	PLA2G5	PLA2G12B	MAP2K1	VAV1	MAP2K7	PLA2G4B	MAP2K6	AKT1	PLA2G2F	AKT2	VAV2	AKT3	NRAS	GRB2	MAPK3	RAC1	SOS1	PLA2G1B	MAPK1	CSF2	PIK3R5	HRAS	MAPK8	IL3	MAPK14	MAPK12	GAB2	KRAS	LAT	SYK	PLA2G4E	BTK	PIK3R3	PIK3CA	PIK3CB	LCP2	PIK3CD	PLA2G2C	PLCG1	PLA2G2D	PLCG2	PLA2G12A	IL4	FYN	IL5	PIK3CG	VAV3	LYN	PIK3R1	PIK3R2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	FCGR1A	SPHK1	PIP4K2B	WASF2	PLA2G6	VAV1	WASF1	PLA2G4B	PIKFYVE	VASP	AKT1	AKT2	PIP5K1A	AMPH	DOCK2	PIP5K1B	ARPC4	ARPC5	AKT3	VAV2	ARPC1B	ARPC3	SCIN	WASF3	FCGR2A	FCGR3A	FCGR2B	PIK3R5	DNM2	CFL2	CFL1	PIP5K1C	PLA2G4E	ASAP2	DNM3	PAK1	CRK	CRKL	PLCG1	PLCG2	PLD1	ARPC5L	PLD2	CDC42	PRKCB	RAF1	PRKCA	ARF6	WAS	FCGR2C	PRKCG	PRKCD	INPP5D	HCK	PRKCE	RAC2	MYO10	WASL	PLA2G4A	DNM1L	MAP2K1	DNM1	MARCKS	RPS6KB1	RPS6KB2	ASAP3	MAPK3	PLA2G4F	ARPC2	RAC1	PTPRC	MAPK1	MARCKSL1	GSN	GAB2	SPHK2	LAT	PPAP2B	LIMK2	LIMK1	SYK	LOC653888	PLA2G4D	PIK3R3	PIK3CA	PPAP2A	PIK3CB	PPAP2C	PIK3CD	ARPC1A	NCF1	PIK3CG	ASAP1	LYN	VAV3	PIK3R1	PIK3R2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	CDH5	JAM3	MLLT4	LOC100418883	TXK	ITGAL	ITGAM	ITGA4	SIPA1	ROCK1	MMP2	PTK2	MYL7	NCF4	MMP9	NCF2	CLDN20	PECAM1	VAV1	VASP	VCAM1	ITGB1	MYL12A	THY1	VAV2	ITGB2	CTNNA1	JAM2	PIK3R5	CLDN18	MAPK14	MAPK12	VCL	CLDN17	GNAI1	MYL2	GNAI2	CTNND1	MYL5	PXN	RAPGEF3	MYL10	ARHGAP5	BCAR1	GNAI3	CLDN16	CLDN23	EZR	CXCL12	PLCG1	PLCG2	PTK2B	RHOH	OCLN	CDC42	ACTN2	ACTN3	PTPN11	PRKCB	PRKCA	CLDN10	CLDN8	CLDN2	CLDN6	MYL9	CLDN5	CLDN1	ICAM1	RHOA	CXCR4	ESAM	ACTN4	PRKCG	ACTN1	MYLPF	F11R	NOX1	CLDN19	RAC2	MAPK11	LOC646821	MAPK13	CLDN15	CD99	CLDN22	ARHGAP35	ACTG1	RAC1	ITK	CTNNA2	RASSF5	CTNNB1	CLDN11	CLDN7	MYL12B	CLDN4	CLDN3	ACTB	ROCK2	RAP1A	PIK3R3	RAP1B	CLDN14	PIK3CA	CLDN9	MSN	PIK3CB	PIK3CD	NCF1	CTNNA3	NOX3	RAPGEF4	CYBA	PIK3CG	VAV3	CYBB	PIK3R1	PIK3R2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	HLA-DRB4	TNFRSF13C	HLA-DRB5	HLA-DOA	HLA-DOB	HLA-DRB3	CD80	CD86	CD28	TNFSF13	TNFSF13B	CCL27	IL15RA	IL15	ICOSLG	ITGA4	TGFB1	ICOS	CCR9	MAP3K14	CXCR4	CCL25	TNFRSF17	HLA-DMB	HLA-DMA	CCL28	LTBR	PIGR	IL2	CD40LG	HLA-DPA1	CD40	AICDA	HLA-DPB1	HLA-DQA1	HLA-DQA2	HLA-DQB1	TNFRSF13B	ITGB7	CXCL12	CCR10	MADCAM1	IL4	IL5	IL10	IL6	HLA-DRB1	HLA-DRA																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
KEGG_CIRCADIAN_RHYTHM_MAMMAL	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_CIRCADIAN_RHYTHM_MAMMAL	NPAS2	PER3	PER2	CSNK1D	CRY1	BHLHE41	BHLHE40	NR1D1	CRY2	CSNK1E	PER1	CLOCK	ARNTL																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
KEGG_LONG_TERM_POTENTIATION	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_LONG_TERM_POTENTIATION	GRM5	PLCB2	ADCY8	CALM2	PLCB1	RAF1	PRKCB	PLCB3	PRKCA	CALM1	PLCB4	RPS6KA6	PPP3R2	GRM1	PPP3CC	PPP3R1	CREBBP	PPP1R12A	PRKCG	GRIN1	GRIN2A	GRIN2B	MAP2K2	GRIN2C	BRAF	GRIN2D	ITPR3	CACNA1C	MAP2K1	GRIA2	GRIA1	RPS6KA2	RPS6KA3	NRAS	CHP2	PPP1R1A	PPP1CC	PPP1CA	PPP1CB	MAPK3	RPS6KA1	MAPK1	HRAS	ITPR1	EP300	ITPR2	KRAS	PRKX	ARAF	CALML5	ADCY1	RAP1A	RAPGEF3	CAMK4	CAMK2A	RAP1B	CAMK2B	CAMK2D	CAMK2G	PRKACA	GNAQ	PRKACB	PRKACG	PPP3CB	CALML3	PPP3CA	ATF4	CALM3	CHP	CALML6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	JUN	FRS2	CALM2	CALM1	PDK1	RPS6KA6	TP73	MAP3K5	RPS6KA5	BRAF	MAP3K1	MAP3K3	IKBKB	ABL1	AKT1	SHC4	AKT2	NRAS	AKT3	SH2B1	NFKB1	NFKBIB	NFKBIA	NFKBIE	PIK3R5	MAPK14	NGFRAP1	MAPK12	RELA	KRAS	SHC3	TRAF6	NGF	CALML5	BDNF	NGFR	SH2B3	CSK	CAMK4	YWHAB	BCL2	CAMK2A	CAMK2B	CAMK2D	FOXO3	CAMK2G	IRS2	SORT1	CALML3	CRK	SH2B2	CRKL	PLCG1	PLCG2	YWHAZ	ARHGDIA	CALM3	YWHAH	ARHGDIB	YWHAG	YWHAE	CDC42	SOS2	PTPN11	RAF1	SHC1	RIPK2	RHOA	BAD	IRAK4	PRKCD	MAPK9	MAPK10	MAGED1	MAPK11	MAP2K2	MAPK13	MAP2K1	BAX	MAP2K7	MAP2K5	RPS6KA2	RAPGEF1	RPS6KA3	GRB2	MAPK3	RPS6KA4	MAPK7	KIDINS220	RAC1	SOS1	MAPK1	RPS6KA1	YWHAQ	HRAS	MAPK8	PRDM4	MAPKAPK2	GSK3B	PSEN1	NTF4	IRAK2	NTF3	IRAK1	RAP1A	PIK3R3	RAP1B	IRAK3	TP53	PIK3CA	PIK3CB	PIK3CD	GAB1	FASLG	SHC2	ATF4	IRS1	ZNF274	NTRK2	PIK3CG	IRS4	NTRK1	PIK3R1	PIK3R2	CALML6	NTRK3																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
KEGG_LONG_TERM_DEPRESSION	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_LONG_TERM_DEPRESSION	GRM5	PLCB2	RYR1	PLCB1	RAF1	PRKCB	PRKCA	PLCB3	PLCB4	IGF1	CRHR1	GRM1	CRH	IGF1R	PLA2G3	GRID2	PRKCG	JMJD7-PLA2G4B	CACNA1A	PLA2G6	PLA2G2E	PLA2G10	MAP2K2	PLA2G2A	BRAF	PLA2G4A	ITPR3	PLA2G5	PLA2G12B	MAP2K1	NOS1	GRIA3	GRIA2	GRIA1	PLA2G4B	PLA2G2F	NRAS	MAPK3	GUCY1B3	GUCY1A3	PRKG1	PRKG2	MAPK1	PLA2G1B	HRAS	ITPR1	ITPR2	GNA12	GNA13	GNA11	KRAS	GNAI1	GNAI2	GUCY1A2	PPP2CB	ARAF	PPP2CA	PPP2R1A	PPP2R1B	PLA2G4E	GNAQ	GNAS	PPP1R17	GNAI3	GNAO1	GNAZ	PLA2G2C	PLA2G2D	PLA2G12A	LYN																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
KEGG_OLFACTORY_TRANSDUCTION	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_OLFACTORY_TRANSDUCTION	CALM2	CALM1	OR11H4	OR52W1	OR5AU1	ADRBK2	OR2M2	OR2M7	OR2T33	OR4F5	CLCA4	OR52K1	OR52I1	OR51D1	OR2J2	OR8I2	OR2D2	OR2D3	OR4K13	OR4K2	OR2AK2	OR4N5	OR2L3	OR4K17	OR2L8	ARRB2	OR11G2	OR11L1	OR5P2	OR5P3	OR6C1	OR6C75	OR10AG1	OR6C76	OR6C70	OR5J2	OR52A1	OR4M2	OR51S1	OR4N2	GUCA1B	OR52R1	GUCA1A	OR51F2	OR13H1	OR9K2	CAMK2A	CAMK2B	CAMK2D	CAMK2G	OR51B5	OR10J5	CALML3	OR2H1	CALM3	OR7G2	OR7G3	OR10A2	OR10V1	PDC	OR7A10	OR13C5	OR9G4	OR10H5	OR4P4	OR2C1	OR1F1	OR1D2	OR10A4	OR5B3	OR7D2	OR56B4	OR13F1	OR13C4	OR13C3	OR2T11	OR13C8	OR2T4	OR52B6	OR3A1	OR2AT4	OR3A2	OR4F15	OR4F6	OR1C1	OR4C15	OR1A2	OR4N4	OR56B1	OR2A1	OR5I1	OR2A12	OR7D4	OR9A4	OR5C1	OR4K14	OR1L6	OR4L1	OR2M3	OR2T12	OR14C36	OR11H6	OR2T34	OR2T10	OR2T8	OR2T3	OR2W3	OR6V1	OR6Q1	OR9I1	OR13C2	OR1G1	OR3A3	OR1Q1	OR13A1	GUCY2D	OR5H6	OR6F1	OR2M5	OR8D2	OR4C16	OR4C11	GUCA1C	OR1E1	OR1E2	OR1D4	OR1D5	OR1A1	OR5F1	OR5AP2	OR10H4	OR8D1	OR4C46	OR4C6	CLCA2	OR4S2	OR6B2	OR5D18	OR5L1	OR5D14	OR8U1	OR6C6	OR4B1	OR4X2	OR8D4	OR4X1	GNAL	OR6C65	OR6C68	OR8B4	OR52E2	OR52J3	OR5D16	OR4K1	OR4D6	OR5A1	OR5D13	OR5A2	OR2A4	OR52K2	OR4D11	OR52M1	OR2A5	OR8K5	OR6B3	OR51A7	OR51T1	OR51A4	OR51A2	OR8A1	OR51L1	OR5AS1	OR1B1	OR1J1	OR10G7	OR10G4	OR5M1	OR5M10	OR6M1	OR6X1	OR8G5	OR12D3	OR5M9	OR5B17	OR1L8	OR10Q1	OR1N2	OR1N1	OR8J1	OR51V1	OR1S2	OR1S1	OR9Q1	OR5R1	OR9Q2	OR8B12	OR8K3	OR8K1	OR6T1	OR10S1	OR1K1	OR4D5	OR2A2	OR8H2	OR8H3	OR10G9	OR5T1	OR5T3	OR5T2	OR56A4	OR5B21	OR56A1	OR8H1	OR51F1	OR10G8	CALML6	OR52N1	OR5M8	OR5M3	OR5M11	OR5K2	OR51B4	OR13D1	OR52A5	OR51M1	OR4D9	OR51B6	OR4D10	OR5AN1	OR4F17	OR51G2	OR5AR1	OR2AE1	OR51E2	OR4F16	OR51Q1	OR51G1	OR2Z1	OR51I1	OR51I2	OR52D1	OR52H1	OR5V1	OR2B2	CLCA1	OR1I1	OR52E4	PRKX	OR52N2	OR52E6	OR52N5	OR2J3	OR2B3	OR52N4	OR10J3	OR52E8	OR9G1	OR13J1	OR8J3	OR5B12	OR56A3	OR56A5	OR51B2	OR5AK2	OR52L1	OR2AG2	OR52B4	OR2W1	OR10T2	OR2T1	OR6N2	OR10X1	OR6K2	OR10Z1	OR5AC2	OR2T5	OR14I1	OR2T2	OR10A6	OR1L4	OR10A5	OR2AG1	OR6K6	OR6N1	OR10C1	OR14J1	OR4A16	OR2G3	OR1M1	OR7G1	OR2A25	OR4K5	OR4A5	OR5H2	OR2T27	OR4C45	OR2G2	OR2C3	OR4A47	OR13C9	OR11H1	OR4A15	OR7A5	OR7C2	OR10R2	OR7C1	OR51E1	OR52I2	OR2H2	OR4S1	OR2T6	OR4C13	OR4C12	OR6C74	OR6C3	OR10A7	OR14A16	OR10G2	OR10H3	OR2T29	OR10G3	OR10H2	OR10H1	OR4C3	OR1L1	OR11A1	ADCY3	CALML5	OR1L3	PDE1C	CNGA3	CNGA4	OR8S1	OR52B2	OR4E2	OR5L2	OR5K1	OR2L13	OR4D1	PRKACA	PRKACB	PRKACG	OR1J2	OR10J1	OR4F3	OR2A42	OR2V2	OR4F4	CNGB1	OR7A17	OR13G1	OR2Y1	OR6S1	OR9A2	OR2B6	OR2F1	OR4M1	OR12D2	OR2B11	OR8G2	OR8B8	OR8G1	OR4D2	OR4Q3	OR10A3	PRKG1	OR1J4	PRKG2	OR6A2	OR2M4	OR2S2	OR10P1	OR10K2	OR10K1	OR2A14	OR2K2	OR2F2	OR2L2	OR6B1	OR2A7	OR6C4	OR6C2	OR7E24	OR2G6	OR6K3	OR6Y1	OR10AD1	OR8U8	OR4K15																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
KEGG_TASTE_TRANSDUCTION	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_TASTE_TRANSDUCTION	TAS2R60	GRM4	PLCB2	ADCY8	ADCY6	TAS2R42	TAS1R2	TAS1R1	TRPM5	ACCN1	PDE1A	CACNA1A	ITPR3	CACNA1B	TAS2R5	ADCY4	GNAT3	GNG13	TAS2R3	TAS2R9	TAS1R3	TAS2R1	KCNB1	TAS2R16	TAS2R4	SCNN1G	GNB3	PRKX	GNG3	SCNN1B	SCNN1A	TAS2R43	TAS2R40	TAS2R41	TAS2R39	TAS2R14	PRKACA	PRKACB	PRKACG	GNAS	TAS2R38	GNB1	TAS2R20	TAS2R50	TAS2R45	TAS2R8	TAS2R46	TAS2R7	TAS2R13	TAS2R19	TAS2R10	TAS2R31																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
